City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
380,hlobyne,0,UA,1525323238,72,49.39,33.25,65.37,5.84
381,arys,0,KZ,1525323238,36,42.43,68.8,75.99,17.29
382,port moresby,36,PG,1525323238,94,-9.47,147.16,82.2,18.7
383,fairbanks,44,US,1525323018,62,64.84,-147.72,34.41,2.71
384,lakatoro,0,VU,1525323239,84,-16.11,167.42,78.33,8.63
385,muscat,0,OM,1525322844,48,23.6,58.55,94.53,6.85
386,san ramon,100,NI,1525323240,99,12.92,-85.84,68.79,2.04
387,anaconda,0,US,1525323240,82,46.13,-112.94,31.71,2.04
388,faya,0,SA,1525323241,32,18.39,42.45,75.99,3.87
389,bubaque,0,GW,1525323241,100,11.28,-15.83,78.06,12.59
390,ventspils,64,LV,1525323241,88,57.39,21.56,43.41,6.29
391,grindavik,80,IS,1525322814,100,63.84,-22.43,41.07,24.67
392,vostok,88,RU,1525323242,83,46.45,135.83,41.16,12.26
393,baghdad,92,IQ,1525323242,76,33.3,44.38,73.38,5.88
394,bay roberts,76,CA,1525323243,95,47.58,-53.28,39.81,13.11
395,gambissara,0,SN,1525323243,69,13.24,-14.31,69.6,3.6
396,borogontsy,68,RU,1525322779,59,62.67,131.17,54.3,9.53
397,almaznyy,0,RU,1525323244,42,48.03,40.04,70.68,9.13
398,alyangula,20,AU,1525322907,85,-13.85,136.42,86.61,12.88
399,oranjemund,0,ZA,1525323244,98,-28.55,16.43,60.15,21.05
400,mareeba,0,AU,1525323244,63,-16.99,145.42,76.08,9.35
401,colares,48,PT,1525323245,100,38.8,-9.45,55.11,13.78
402,roald,64,NO,1525322889,78,62.58,6.12,47.55,10.65
403,ambon,8,FR,1525323245,91,47.55,-2.56,42.87,8.23
404,lasa,56,CY,1525323246,69,34.92,32.53,75.63,3.87
405,cabo rojo,56,PR,1525323246,100,18.09,-67.15,75.45,12.82
406,grand bank,48,CA,1525323246,96,47.1,-55.77,39.0,11.88
407,jutai,92,BR,1525323246,100,-1.71,-47.89,71.67,2.3
408,juneau,92,US,1525322747,98,58.3,-134.42,36.93,2.19
409,nemuro,100,JP,1525323247,93,43.32,145.57,41.25,27.69
410,aqtobe,0,KZ,1525320000,34,50.28,57.21,68.0,13.42
411,angoram,20,PG,1525323247,66,-4.06,144.07,89.13,3.71
412,gorontalo,36,ID,1525323221,73,0.54,123.06,84.45,3.53
413,skibbereen,80,IE,1525323248,94,51.55,-9.27,48.09,12.82
414,iquique,44,CL,1525323154,100,-20.22,-70.14,59.7,1.86
415,port hedland,0,AU,1525322899,28,-20.31,118.58,91.83,3.87
416,aleksandrov gay,0,RU,1525323249,49,50.14,48.57,73.02,5.61
417,eydhafushi,44,MV,1525323249,98,5.1,73.07,86.43,6.85
418,quelimane,32,MZ,1525323249,96,-17.88,36.89,74.64,4.54
419,margate,80,AU,1525322710,73,-43.03,147.26,62.31,8.01
420,darhan,44,MN,1525323250,58,49.49,105.92,67.35,3.49
421,viedma,12,AR,1525323250,74,-40.81,-62.99,53.4,14.05
422,magalia,0,US,1525323250,66,39.81,-121.58,54.75,3.83
423,teguldet,24,RU,1525323251,46,57.31,88.17,48.27,8.9
424,denizli,0,TR,1525323251,59,37.77,29.09,65.01,2.98
425,nienburg,24,DE,1525323252,76,51.84,11.77,55.2,9.57
426,sisimiut,68,GL,1525323252,85,66.94,-53.67,6.42,2.08
427,adelaide,100,AU,1525322984,100,-34.93,138.6,56.73,14.9
428,balashov,0,RU,1525323253,68,51.54,43.17,67.89,8.01
429,grootfontein,0,NA,1525322802,68,-19.56,18.1,49.62,4.72
430,neepawa,0,CA,1525323253,74,50.23,-99.46,38.01,4.54
431,salalah,12,OM,1525322836,93,17.01,54.1,83.55,8.52
432,weligama,12,LK,1525322931,83,5.97,80.42,88.68,8.3
433,hay river,64,CA,1525322818,94,60.82,-115.79,43.41,6.06
434,kasempa,56,ZM,1525323254,67,-13.46,25.83,64.2,7.34
435,zhigansk,88,RU,1525322809,85,66.77,123.37,36.75,9.01
436,wanaka,76,NZ,1525323255,74,-44.7,169.14,47.28,2.08
437,lardos,0,GR,1525323255,89,36.09,28.02,72.39,6.29
438,clyde river,8,CA,1525322886,65,70.47,-68.59,-4.29,3.09
439,sola,76,FI,1525322871,100,62.78,29.36,37.83,3.87
440,maceio,64,BR,1525323256,99,-9.67,-35.74,71.76,2.3
441,plettenberg bay,12,ZA,1525322863,93,-34.05,23.37,62.67,9.24
442,port angeles,8,US,1525323131,87,48.12,-123.43,48.0,1.81
443,okhotsk,68,RU,1525322924,72,59.36,143.24,38.37,4.38
444,umm lajj,0,SA,1525322742,55,25.02,37.27,85.26,3.98
445,taicheng,100,CN,1525323257,79,22.25,112.8,84.45,4.38
446,manta,0,RO,1525322843,75,45.1,24.1,64.47,6.62
447,livingstone,0,ZW,1525323257,57,-17.85,25.86,61.41,2.98
448,bossangoa,20,CF,1525323258,87,6.5,17.45,72.93,12.03
449,talnakh,68,RU,1525322897,100,69.49,88.39,14.43,6.73
450,moron,36,VE,1525323258,94,10.49,-68.2,66.27,1.97
451,sao filipe,0,CV,1525322777,99,14.9,-24.5,70.23,16.17
452,port augusta,92,AU,1525323259,98,-32.49,137.76,59.88,13.38
453,socol,0,RS,1525323259,57,44.86,21.37,67.53,12.66
454,yeppoon,0,AU,1525322836,62,-23.13,150.74,77.16,11.65
455,matamoros,48,US,1525323260,84,25.87,-97.51,78.6,19.71
456,tazmalt,76,DZ,1525323260,87,36.39,4.4,46.74,2.86
457,los amates,92,GT,1525323260,98,15.26,-89.1,68.97,2.26
458,escanaba,0,US,1525323261,96,45.75,-87.06,40.98,3.38
459,nioro,0,GM,1525323261,35,13.79,-15.05,74.46,8.23
460,sur,0,OM,1525322917,73,22.57,59.53,89.31,3.49
461,solano,8,PH,1525323262,56,16.52,121.18,84.99,3.27
462,maningrida,36,AU,1525323262,62,-12.05,134.23,87.6,12.93
463,manado,36,ID,1525323262,90,1.49,124.85,80.76,0.69
464,inuvik,36,CA,1525322832,81,68.36,-133.71,19.47,5.32
465,mayo,0,CA,1525323263,82,63.59,-135.9,22.53,2.71
466,soyo,80,AO,1525323263,91,-6.13,12.37,80.76,4.5
467,richards bay,0,ZA,1525322795,86,-28.77,32.06,67.17,4.38
468,marrakesh,0,MA,1525323264,84,31.63,-7.99,37.83,1.25
469,macae,92,BR,1525323264,99,-22.37,-41.79,68.16,2.98
470,cienfuegos,48,CU,1525323264,91,22.15,-80.44,73.38,9.08
471,port keats,48,AU,1525322808,58,-14.25,129.55,90.21,4.21
472,goundi,0,TD,1525323265,70,9.36,17.37,79.86,9.13
473,nueva germania,68,PY,1525323265,66,-23.91,-56.7,74.82,2.48
474,sampit,8,ID,1525323266,65,-2.54,112.95,92.37,4.88
475,moroni,92,US,1525323266,100,39.52,-111.59,33.96,2.86
476,lauria,12,IT,1525323266,88,40.05,15.84,55.38,4.05
477,auki,0,NG,1525322861,83,12.18,6.51,74.73,12.93
478,pitkyaranta,56,RU,1525323267,100,61.57,31.48,45.39,8.01
479,albox,8,ES,1525323267,79,37.39,-2.15,35.22,3.38
480,payakumbuh,8,ID,1525323268,75,-0.23,100.63,83.46,3.76
481,luderitz,12,NA,1525322891,85,-26.65,15.16,55.47,11.25
482,wewak,56,PG,1525323268,89,-3.55,143.63,82.38,3.38
483,moose factory,88,CA,1525323268,91,51.26,-80.61,36.03,3.83
484,aksarka,0,RU,1525323269,100,66.56,67.8,14.43,7.07
485,moussoro,0,TD,1525323269,53,13.64,16.49,84.18,13.11
486,clarence town,8,AU,1525323269,81,-32.59,151.78,69.15,2.08
487,morondava,36,MG,1525323270,73,-20.3,44.28,82.11,3.27
488,biu,8,NG,1525323270,78,10.61,12.19,77.7,11.32
489,rapar,0,IN,1525323270,42,23.57,70.65,96.87,11.03
490,loreto,8,PY,1525323271,65,-23.27,-57.32,74.82,3.6
491,atbasar,92,KZ,1525323272,100,51.81,68.36,46.65,6.62
492,tabuk,20,PH,1525322756,60,17.41,121.44,84.09,1.97
493,sompeta,8,IN,1525323273,78,18.93,84.6,89.31,7.78
494,hauterive,80,FR,1525323273,97,46.09,3.45,43.59,6.4
495,gambela,0,ET,1525323273,86,8.25,34.59,74.37,2.75
496,mao,24,DO,1525322755,85,19.55,-71.08,76.44,12.1
497,comodoro rivadavia,0,AR,1525322852,89,-45.87,-67.48,54.57,27.92
498,saint-augustin,92,FR,1525323274,98,44.83,-0.61,52.5,7.78
499,buluang,48,PH,1525323275,100,10.47,123.98,82.83,2.08
500,channel-port aux basques,80,CA,1525323275,94,47.57,-59.14,36.48,13.44
501,sosnogorsk,88,RU,1525323275,67,63.59,53.93,35.58,4.83
502,huarmey,0,PE,1525322857,88,-10.07,-78.15,59.97,2.98
503,palana,88,RU,1525322820,84,59.08,159.95,28.74,7.63
504,nishihara,56,JP,1525323276,84,35.74,139.53,76.71,17.58
505,tiarei,92,PF,1525323277,100,-17.53,-149.33,79.14,7.85
506,lenine,20,UA,1525323277,84,45.3,35.78,61.5,13.33
507,hofn,80,IS,1525322923,100,64.25,-15.21,36.57,8.12
508,raudeberg,100,NO,1525322851,99,61.99,5.14,40.17,6.73
509,praia da vitoria,0,PT,1525322934,100,38.73,-27.07,59.34,7.78
510,lom sak,64,TH,1525323278,81,16.78,101.24,81.39,3.6
511,slave lake,24,CA,1525323278,42,55.28,-114.77,50.61,7.9
512,kalemie,8,CD,1525323278,93,-5.95,29.2,79.41,10.25
513,gualaquiza,0,EC,1525323279,94,-3.4,-78.58,57.9,2.19
514,ilulissat,76,GL,1525322841,95,69.22,-51.1,14.16,6.22
515,turukhansk,64,RU,1525323279,94,65.8,87.96,13.08,15.46
516,potosi,0,BO,1525323280,72,-19.59,-65.75,26.76,2.37
517,gizo,32,IL,1525323280,47,31.8,34.94,82.38,4.72
518,kupang,12,ID,1525323280,82,-10.16,123.6,85.8,11.81
519,jinan,0,CN,1525323281,51,36.65,117.11,66.9,10.54
520,west bay,36,GB,1525323281,93,50.71,-2.76,42.06,5.55
521,lalmohan,36,BD,1525323281,89,22.34,90.74,84.18,11.25
522,saint-georges,92,CA,1525322865,96,46.12,-70.67,58.62,8.52
523,vilhena,12,BR,1525323282,89,-12.74,-60.15,69.15,1.81
524,tautira,80,PF,1525323282,100,-17.73,-149.15,80.4,9.64
525,leh,76,IN,1525322905,95,34.16,77.58,21.81,1.19
526,strezhevoy,24,RU,1525323283,76,60.73,77.6,26.13,10.65
527,jieshi,92,CN,1525323283,91,22.82,115.83,76.08,23.67
528,kadoshkino,0,RU,1525323283,71,54.03,44.42,68.61,10.31
529,kattivakkam,12,IN,1525322932,81,13.22,80.32,89.49,9.57
530,coahuayana,12,MX,1525322926,80,18.62,-100.35,65.55,1.48
531,aloleng,24,PH,1525323284,84,16.13,119.78,88.5,5.88
532,bushehr,12,IR,1525323284,46,28.97,50.84,86.88,4.99
533,same,56,TL,1525323285,71,-9.0,125.65,78.96,2.37
534,vila velha,48,BR,1525322819,100,-3.71,-38.6,77.97,7.23
535,krasnokamensk,0,RU,1525323285,33,50.1,118.04,64.02,8.75
536,makakilo city,92,US,1525323286,81,21.35,-158.09,74.37,7.85
537,mahajanga,0,MG,1525323286,91,-15.72,46.32,82.11,14.94
538,davenda,0,RU,1525323286,35,53.56,119.32,62.31,6.4
539,imbituba,92,BR,1525323287,100,-28.24,-48.67,71.22,15.05
540,havoysund,0,NO,1525322751,98,71.0,24.66,35.31,15.9
541,mandalgovi,32,MN,1525323287,42,45.76,106.27,66.81,15.84
542,seoul,92,KR,1525322733,84,37.57,126.98,48.45,11.92
543,puri,0,ID,1525323288,47,-7.54,112.45,89.58,9.35
544,lodwar,48,KE,1525322887,91,3.12,35.6,75.99,1.03
545,zhuhai,0,CN,1525323288,38,40.71,112.04,63.3,7.34
546,santiago del estero,92,AR,1525323039,95,-27.8,-64.26,71.85,8.86
547,mecca,0,SA,1525323289,21,21.43,39.83,90.75,2.86
548,placido de castro,68,BR,1525323289,88,-10.34,-67.19,75.9,1.86
549,whitehorse,0,CA,1525322879,43,60.72,-135.06,28.83,4.21
550,manhattan,0,US,1525323276,93,39.18,-96.57,64.11,10.76
551,adzope,32,CI,1525323290,88,6.11,-3.86,75.72,4.83
552,port macquarie,20,AU,1525322758,92,-31.43,152.91,70.5,6.11
553,bontang,8,ID,1525323291,97,0.12,117.47,84.63,4.54
554,inongo,56,CD,1525323291,91,-1.93,18.29,75.54,2.75
555,sao felix do xingu,12,BR,1525323292,100,-6.64,-51.99,71.22,2.19
556,wahiawa,92,US,1525323292,81,21.5,-158.02,74.37,7.85
557,blagoyevo,88,RU,1525323292,62,63.37,47.92,36.57,7.34
558,tondol,24,PH,1525323293,84,16.31,120.01,88.5,5.88
